License Number,Status,License Type,Orig. Iss. Date,Expir. Date,Primary Owner,Premises Addr.,Business Name,Geo Code,County
347327,ACTIVE,21,11/24/1998,10/31/2021,"GREWAL, BURPINDER SINGH","13892 DOOLITTLE DR,SAN LEANDRO, CA  94577Census Tract:  4334.00",MARINA WINE & SPIRIT,112,Alameda
347999,ACTIVE,20,12/1/1998,6/30/2021,7 ELEVEN INC,"3500 GRAND AVE,OAKLAND, CA  94610Census Tract:  4038.00",7 ELEVEN STORE 2232 14174E,109,Alameda
348005,ACTIVE,20,11/30/1998,6/30/2021,7 ELEVEN INC,"190 WASHINGTON BLVD,FREMONT, CA  94539Census Tract:  4431.04",7 ELEVEN 2234 16267,105,Alameda
350628,ACTIVE,21,4/22/1999,6/30/2021,WALMART INC.,"2700 LAS POSITAS RD,LIVERMORE, CA  94551-9619Census Tract:  4514.01",WAL MART STORE 1972,107,Alameda
352337,ACTIVE,21,6/30/1999,5/31/2021,"KIM, SOON JA","2091 DOOLITTLE DR,SAN LEANDRO, CA  94577Census Tract:  4324.00",TAGGARTS LIQUOR,112,Alameda
352950,ACTIVE,21,7/29/1999,6/30/2021,"HAIMED, MUNAIR AHMED","50 W TENNYSON RD,HAYWARD, CA  94544Census Tract:  4382.04",ZACKS MARKET,106,Alameda
355460,ACTIVE,21,9/14/1999,8/31/2021,"ALGAZALI, MOHAMED","4800 FOOTHILL BLVD,OAKLAND, CA  94601-5328Census Tract:  4076.00",PENNY SAVER MARKET & LIQUOR,109,Alameda
356273,ACTIVE,21,2/7/2002,6/30/2021,QUIK STOP MARKETS INC,"951 N VASCO RD,LIVERMORE, CA  94551Census Tract:  4511.01",QUIK STOP MARKET,107,Alameda
357270,ACTIVE,20,10/14/1999,9/30/2021,"HOMRAN, JOEWAD NAGI","22766 3RD ST,HAYWARD, CA  94541Census Tract:  4354.00",LA GRANDE MARKET,106,Alameda
358142,ACTIVE,21,9/9/1999,4/30/2021,"ALIWOIG, FATHI HEZAM","2833 MACARTHUR BLVD,OAKLAND, CA  94602Census Tract:  4066.01",EAST TOWN LIQUOR,109,Alameda
358436,ACTIVE,20,9/21/1999,3/31/2021,"SINGH, SURINDER","698 W SUNSET BLVD,HAYWARD, CA  94541Census Tract:  4362.00",ROYAL MARKET,100,Alameda
359468,ACTIVE,21,1/7/2000,3/31/2021,"SOUSA, ABILIO","1584 WASHINGTON BLVD,FREMONT, CA  94539Census Tract:  4431.05",SOUSAS DISCOUNT FOOD & LIQUORS,105,Alameda
360698,ACTIVE,20,1/10/2000,12/31/2021,"ALASWAR, ALYA AHMED","2267 38TH AVE,OAKLAND, CA  94601Census Tract:  4071.01",JALOS MARKET,109,Alameda
360880,ACTIVE,20,1/10/2000,6/30/2021,7 ELEVEN INC,"339 JACKSON ST,HAYWARD, CA  94544Census Tract:  4366.01",7 ELEVEN 2234 18825G,106,Alameda
360883,ACTIVE,20,1/10/2000,6/30/2021,7 ELEVEN INC,"639 BUENA VISTA AVE,ALAMEDA, CA  94501Census Tract:  4276.00",7 ELEVEN 2232 14193E,101,Alameda
361086,ACTIVE,21,1/12/2000,12/31/2021,"SALEH, AHMED ABDULLA","1250 INTERNATIONAL BLVD,OAKLAND, CA  94606Census Tract:  4054.02",EXPRESS LIQUOR & MARKET,109,Alameda
361208,ACTIVE,20,2/22/2000,1/31/2022,"MOHAMED, MOHSEN SAEED","5035 E 12TH ST,OAKLAND, CA  94601Census Tract:  4073.00",SAEEDS MARKET,109,Alameda
361980,ACTIVE,21,3/22/2000,2/28/2021,"HOANG, NGOC SANG","2172 ENCINAL AVE,ALAMEDA, CA  94501Census Tract:  4284.00",ENCINALS LIQUORS GROCERY & DELI,101,Alameda
366764,ACTIVE,21,7/6/2000,6/30/2021,"SHARIFF, IBRAHIM","749 ADELINE ST,OAKLAND, CA  94607Census Tract:  4105.00",GREEN VALLEY FOODS,109,Alameda
368047,ACTIVE,21,11/13/2000,10/31/2021,"WALIA, PRITPAL SINGH","34759 ARDENWOOD BLVD,FREMONT, CA  94555Census Tract:  4415.03",FAST & EASY MART 14,105,Alameda
368714,ACTIVE,21,9/8/2000,1/31/2022,"NGUYEN, THANG DUC","15821 CHANNEL ST,SAN LORENZO, CA  94580Census Tract:  4359.00",ARROYO LIQUORS,100,Alameda
369093,ACTIVE,20,10/30/2000,9/30/2021,"HOMRAN, ADEL M","3222 MARTIN LUTHER KING JR WY,OAKLAND, CA  94609Census Tract:  4014.00",S & N MARKET,109,Alameda
370263,ACTIVE,20,12/29/2000,11/30/2021,SUPERMERCADO MI TIERRA LLC,"2758 FRUITVALE AVE,OAKLAND, CA  94601-2005Census Tract:  4065.00",SUPERMERCADO MI TIERRA,109,Alameda
370549,ACTIVE,20,12/1/2000,11/30/2021,DAVID AND ESPERANZA CHAVEZ FAMILY L-PSHIP,"1157 W TENNYSON RD,HAYWARD, CA  94544Census Tract:  4376.00",CHAVEZ SUPERMARKET,106,Alameda
371332,ACTIVE,21,9/19/2001,8/31/2021,MARINA FOOD LLC,"1791 DECOTO RD,UNION CITY, CA  94587Census Tract:  4403.08",MARINA GROCERY,113,Alameda
374265,ACTIVE,21,4/23/2001,3/31/2021,"KWON, MI HUI","1601 PARK ST,ALAMEDA, CA  94501Census Tract:  4272.00",PIT STOP MARKET,101,Alameda
375152,ACTIVE,20,3/26/2001,7/31/2021,"ALKABSH, JAMAL ISMAEL","2101 23RD AVE,OAKLAND, CA  94606-4239Census Tract:  4059.01",SHOPPERS MARKET,109,Alameda
375323,ACTIVE,21,9/14/2001,6/30/2021,SAFEWAY INC,"4440 TASSAJARA RD, BLDG M-1,DUBLIN, CA  94568Census Tract:  4501.01",SAFEWAY INC #1932,114,Alameda
375507,ACTIVE,20,4/10/2002,4/30/2021,NBI ACQUISITION LLC,"1601 MARTIN LUTHER KING JR WY,BERKELEY, CA  94709Census Tract:  4224.00",NORTH BERKELEY IMPORTS,103,Alameda
376373,ACTIVE,21,9/26/2001,6/30/2021,SAFEWAY INC,"7499 DUBLIN BLVD,DUBLIN, CA  94568Census Tract:  4504.00",SAFEWAY INC #1953,114,Alameda
376429,ACTIVE,20,8/28/2001,6/30/2021,DOLLAR TREE STORES INC,"20800 HESPERIAN BLVD,HAYWARD, CA  94541Census Tract:  4369.00",DOLLAR TREE 1264,106,Alameda
376439,ACTIVE,20,8/28/2001,6/30/2021,DOLLAR TREE STORES INC,"1720 DECOTO RD,UNION CITY, CA  94587Census Tract:  4403.35",DOLLAR TREE 1233,113,Alameda
376442,ACTIVE,20,8/28/2001,1/31/2022,DOLLAR TREE STORES INC,"7200 BANCROFT AVE 100,OAKLAND, CA  94605Census Tract:  4086.00",DOLLAR TREE 1249,109,Alameda
378625,ACTIVE,20,9/21/2001,8/31/2021,"GREENE, CHRISTOPHER AVERY","6363 CHRISTIE AVE, APT 2414,EMERYVILLE, CA  94608Census Tract:  4251.02",CHRISTOPHER GREENE IMPORTS,104,Alameda
379703,ACTIVE,21,1/23/2002,6/30/2021,GROCERY OUTLET INC,"426 W HARDER RD,HAYWARD, CA  94544Census Tract:  4374.00",GROCERY OUTLET,106,Alameda
380209,ACTIVE,21,3/14/2002,6/30/2021,TRADER JOES COMPANY,"2217 S SHORE CTR,ALAMEDA, CA  94501Census Tract:  4284.00",TRADER JOES 109,101,Alameda
382197,ACTIVE,21,10/30/2001,4/30/2021,"KORIN, YAHYA M","4505 MARKET ST,OAKLAND, CA  94608Census Tract:  4010.00",NORTHSIDE SUPER MARKET,109,Alameda
382518,ACTIVE,20,12/31/2001,6/30/2021,7 ELEVEN INC,"39989 FARWELL DR,FREMONT, CA  94538Census Tract:  4428.00",7 ELEVEN STORE 2234 14205E,105,Alameda
383219,ACTIVE,21,4/16/2003,6/30/2021,SAFEWAY INC,"46848 MISSION BLVD,FREMONT, CA  94539Census Tract:  4415.03",SAFEWAY INC #1931,105,Alameda
383339,ACTIVE,21,12/10/2001,11/30/2021,"AHMED, NASSER MOHAMED","4428 MARTIN LUTHER KING JR WY,OAKLAND, CA  94609Census Tract:  4010.00",MICROS MARKET,109,Alameda
385218,ACTIVE,21,4/19/2002,6/30/2021,QUIK STOP MARKETS INC,"66 MACARTHUR BLVD,OAKLAND, CA  94610Census Tract:  4040.00",QUIK STOP MARKET 3,109,Alameda
385879,ACTIVE,21,5/7/2002,4/30/2021,LEDGERS LIQUORS LLC,"1399 UNIVERSITY AVE,BERKELEY, CA  94702Census Tract:  4222.00",LEDGERS LIQUOR STORE,103,Alameda
387057,ACTIVE,21,7/1/2002,6/30/2021,TRADER JOES COMPANY,"22224 REDWOOD RD,CASTRO VALLEY, CA  94546Census Tract:  4311.00",TRADER JOES 84,100,Alameda
388027,ACTIVE,20,10/22/2002,9/30/2021,OAKLAND KOSHER FOODS INC,"3419 LAKESHORE AVE,OAKLAND, CA  94610Census Tract:  4038.00",OAKLAND KOSHER FOODS,109,Alameda
388637,ACTIVE,20,8/16/2002,6/30/2021,7 ELEVEN INC,"22317 REDWOOD RD,CASTRO VALLEY, CA  94546Census Tract:  4312.00",7 ELEVEN STORE 2232 29519C,100,Alameda
389497,ACTIVE,21,7/25/2002,11/30/2021,SAVE MART SUPERMARKETS,"699 LEWELLING BLVD,SAN LEANDRO, CA  94579-1870Census Tract:  4336.00",FOOD MAXX 416,112,Alameda
389865,ACTIVE,20,11/13/2002,10/31/2021,"HA, NHON","3310 PARK BLVD,OAKLAND, CA  94610Census Tract:  4056.00",ARCO,109,Alameda
390388,ACTIVE,21,8/29/2002,7/31/2021,HST INVESTMENTS INC,"24895 SANTA CLARA ST,HAYWARD, CA  94544Census Tract:  4368.00",BOBBY DISCOUNT LIQUORS,106,Alameda
390839,ACTIVE,20,9/27/2002,8/31/2021,"LE, ANH A","85 DURANT AVE,SAN LEANDRO, CA  94577Census Tract:  4322.00",AIM MARKET,112,Alameda
390972,ACTIVE,20,8/5/2002,2/28/2021,"ALAZANI, IBRAHIM AHMED","1901 103RD AVE,OAKLAND, CA  94603Census Tract:  4104.00",LUCKY TWO,109,Alameda
391164,ACTIVE,21,10/28/2002,9/30/2021,"PORRAS, JOHN JOSEPH","6410 MORAGA AVE,PIEDMONT, CA  94611Census Tract:  4045.02",CROWN WINE AND SPIRITS,101,Alameda
391354,ACTIVE,20,10/29/2002,9/30/2021,VINO INC,"1786 4TH ST, # A,BERKELEY, CA  94710Census Tract:  4220.00",VINO,103,Alameda
391380,ACTIVE,21,11/5/2002,10/31/2021,"NA, CHOL KYUN","1585 MADISON ST,OAKLAND, CA  94612Census Tract:  4034.00",LAKE FOOD CENTER,109,Alameda
391535,ACTIVE,20,11/15/2002,10/31/2021,"OBAD, ALI AHMED","1700 SEMINARY AVE,OAKLAND, CA  94621Census Tract:  4087.00",LA RAZA MARKET 2,109,Alameda
391921,ACTIVE,21,9/4/2002,8/31/2021,"GHALON, PARAMJEET KAUR","1401 WEBSTER ST,ALAMEDA, CA  94501Census Tract:  4277.00",DAVES LIQUOR,101,Alameda
391996,ACTIVE,21,12/20/2002,11/30/2021,CONTRERAS MARKETS INC,"863 RINCON AVE,LIVERMORE, CA  94551Census Tract:  4514.04",CONTRERAS MARKET,107,Alameda
392047,ACTIVE,20,4/30/2003,6/30/2021,7 ELEVEN INC,"2175 ALDENGATE WY,HAYWARD, CA  94545Census Tract:  4373.00",7 ELEVEN STORE 2234 14182G,106,Alameda
393977,ACTIVE,21,11/15/2002,1/31/2021,TARGET CORPORATION,"39201 FREMONT BLVD,FREMONT, CA  94538Census Tract:  4419.23",TARGET T1422,105,Alameda
394823,ACTIVE,21,12/19/2003,1/31/2021,TARGET CORPORATION,"2499 WHIPPLE RD,HAYWARD, CA  94544-7807Census Tract:  4382.03",TARGET T1472,106,Alameda
395505,ACTIVE,21,1/31/2003,12/31/2021,NOB HILL GENERAL STORE INC,"919 E STANLEY BLVD,LIVERMORE, CA  94550Census Tract:  4516.02",NOB HILL 631,107,Alameda
395738,ACTIVE,20,2/18/2003,6/30/2021,7 ELEVEN INC,"11920 DUBLIN GREEN DR,DUBLIN, CA  94568Census Tract:  4505.01",7 ELEVEN STORE 2232 14194G,114,Alameda
396010,ACTIVE,21,8/21/2003,7/31/2021,SAVE MART SUPERMARKETS,"39966 CEDAR BLVD,NEWARK, CA  94560-5326Census Tract:  4446.02",FOOD MAXX 462,108,Alameda
396024,ACTIVE,21,8/22/2003,7/31/2021,SAVE MART SUPERMARKETS,"30073 INDUSTRIAL PKWY SW,UNION CITY, CA  94587-1758Census Tract:  4403.01",FOOD MAXX 463,113,Alameda
396563,ACTIVE,20,4/1/2003,3/31/2021,ECHELONWINES,"1131 SOLANO AVE,ALBANY, CA  94706Census Tract:  4202.00",ECHELONWINES INC,102,Alameda
397711,ACTIVE,21,4/11/2003,3/31/2021,"SINGH, HARVINDER","11914 MAIN ST,SUNOL, CA  94586Census Tract:  4506.01",SUNOL FOOD & LIQUOR,100,Alameda
397715,ACTIVE,20,3/27/2003,7/31/2021,MUTTI BROTHERS INC,"14798 WASHINGTON AVE,SAN LEANDRO, CA  94578Census Tract:  4332.00",VALERO GAS & FOOD,112,Alameda
397815,ACTIVE,21,6/13/2003,3/31/2021,TARGET CORPORATION,"7200 AMADOR PLAZA RD,DUBLIN, CA  94568-2320Census Tract:  4504.00",TARGET T0328,114,Alameda
398348,ACTIVE,20,7/10/2003,7/31/2021,GLOBAL VINEYARD IMPORTERS INC,"801 CAMELIA ST, STE A,BERKELEY, CA  94710Census Tract:  4220.00",GLOBAL VINEYARD IMPORTERS,103,Alameda
399518,ACTIVE,21,6/25/2003,2/28/2021,"ALAWDI, ABDO ALI M","2020 MACARTHUR BLVD,OAKLAND, CA  94602Census Tract:  4048.00",TWO STAR LIQUOR,109,Alameda
399702,ACTIVE,21,7/17/2003,6/30/2021,EZ STOP DELI,"2233 SHATTUCK AVE,BERKELEY, CA  94704Census Tract:  4229.00",EZ STOP DELI,103,Alameda
400031,ACTIVE,21,7/24/2003,6/30/2021,TRADER JOES COMPANY,"39324 ARGONAUT WY,FREMONT, CA  94538Census Tract:  4419.23",TRADER JOES 77,105,Alameda
401434,ACTIVE,21,6/18/2003,3/31/2021,"SAID, ABDULLA M","4301 MARKET ST,OAKLAND, CA  94608Census Tract:  4010.00",GENERAL MARKET AND GROCERY,109,Alameda
403655,ACTIVE,20,12/3/2003,11/30/2021,C & J COX CORPORATION,"5251 HOPYARD RD,PLEASANTON, CA  94588Census Tract:  4507.43",HOPYARD SHELL,111,Alameda
405966,ACTIVE,20,4/12/2004,6/30/2021,7 ELEVEN INC,"245 S VASCO RD,LIVERMORE, CA  94551Census Tract:  4515.04",7 ELEVEN,107,Alameda
406468,ACTIVE,21,2/20/2004,1/31/2022,LION NEWARK FOOD CENTER LLC,"39055 CEDAR BLVD, STE 168,NEWARK, CA  94560Census Tract:  4446.02",LION FOOD CENTER,108,Alameda
406581,ACTIVE,21,12/29/2003,11/30/2021,"SHAH, BANSIDHAR MULJIBHAI","5588 SPRINGDALE AVE, STE A,PLEASANTON, CA  94588Census Tract:  4506.02",PLAZA MARKET & LIQUORS,111,Alameda
406720,ACTIVE,20,3/29/2004,2/28/2021,ISLAND PACIFIC SUPERMARKETS INC,"4122 DYER ST,UNION CITY, CA  94587-3903Census Tract:  4403.06",ISLAND PACIFIC SUPERMARKET,113,Alameda
408054,ACTIVE,21,2/18/2004,1/31/2022,GAZZALIS SUPERMARKET CORPORATION,"7000 BANCROFT AVE,OAKLAND, CA  94605Census Tract:  4086.00",GAZZALIS SUPERMARKET,109,Alameda
408503,ACTIVE,20,2/24/2004,6/30/2021,7 ELEVEN INC,"2411 MACARTHUR BLVD,OAKLAND, CA  94602Census Tract:  4066.02",7 ELEVEN STORE 2232 18216E,109,Alameda
409148,ACTIVE,20,1/22/2004,6/30/2021,QUIK STOP MARKETS INC,"3132 BEAUMONT AVE,OAKLAND, CA  94602Census Tract:  4057.00",QUIK STOP MARKET 56,109,Alameda
409212,ACTIVE,21,3/8/2004,2/28/2021,"SHOKAR, AMARJEET KAUR","551 GARIN AVE,HAYWARD, CA  94544Census Tract:  4380.00",SUPER STOP,106,Alameda
409825,ACTIVE,20,5/24/2004,6/30/2021,7 ELEVEN INC,"2350 HARRISON ST,OAKLAND, CA  94612Census Tract:  4037.01",7 ELEVEN STORE 2232 20009D,109,Alameda
410176,ACTIVE,20,4/28/2004,3/31/2021,"DUONG, JOHN ANH","100 LEWELLING BLVD,SAN LORENZO, CA  94580Census Tract:  4337.00",MODEL FOOD MART,100,Alameda
410411,ACTIVE,20,12/7/2004,6/30/2021,7 ELEVEN INC,"930 SPRINGTOWN BLVD,LIVERMORE, CA  94551Census Tract:  4512.01",7 ELEVEN STORE 2232 25693C,107,Alameda
411263,ACTIVE,21,5/6/2004,4/30/2021,"KAUR, HARJEET","21995 MISSION BLVD,HAYWARD, CA  94541Census Tract:  4355.00",STOP BY MARKET & LIQUOR,106,Alameda
411767,ACTIVE,21,5/11/2004,4/30/2021,"LA, HONG QUOC","2681 FRUITVALE AVE,OAKLAND, CA  94601Census Tract:  4063.00",BLACK & WHITE MARKET,109,Alameda
414020,ACTIVE,20,8/13/2004,6/30/2021,CHEVRON STATIONS INC,"1700 CASTRO ST,OAKLAND, CA  94612Census Tract:  4027.00",CHEVRON 1784,109,Alameda
415566,ACTIVE,21,11/19/2004,10/31/2021,DM007 INC,"1431 WEBSTER ST,ALAMEDA, CA  94501Census Tract:  4277.00",SANTOS LIQUOR,101,Alameda
415960,ACTIVE,21,4/18/2005,4/30/2021,ST HELENA LIQUOR INC,"2198 SAN PABLO AVE,BERKELEY, CA  94702Census Tract:  4232.00",ST HELENA LIQUOR INC,103,Alameda
416416,ACTIVE,21,10/1/2004,1/31/2021,TARGET CORPORATION,"1057 EASTSHORE HWY,ALBANY, CA  94710-1011Census Tract:  4204.00",TARGET T1926,102,Alameda
417653,ACTIVE,21,1/3/2005,12/31/2021,"CHIN, HAE SUK","2484 PARK BLVD,OAKLAND, CA  94606Census Tract:  4055.00",DAVES GROCERY & LIQUOR,109,Alameda
418416,ACTIVE,20,11/22/2004,10/31/2021,"BANEJAD, HOSSEIN","230 JACKSON ST,HAYWARD, CA  94544Census Tract:  4363.00",CROSSROADS WORLD MARKET,106,Alameda
419076,ACTIVE,20,12/29/2004,11/30/2021,VINTAGE BERKELEY LLC,"2113 VINE ST,BERKELEY, CA  94709-1523Census Tract:  4217.00",VINTAGE BERKELEY,103,Alameda
419424,ACTIVE,21,11/23/2004,10/31/2021,WELCOME MARKET INC,"35219 NEWARK BLVD , #B,NEWARK, CA  94560Census Tract:",99 RANCH MARKET,108,Alameda
419564,ACTIVE,20,12/23/2004,11/30/2021,SUPERMERCADO MI TIERRA LLC,"9509 INTERNATIONAL BLVD,OAKLAND, CA  94603-1445Census Tract:  4094.00",SUPERMERCADO MI TIERRA 5,109,Alameda
419626,ACTIVE,21,12/1/2005,11/30/2021,"ABDULLA, NABIL ABDO","8940 INTERNATIONAL BLVD,OAKLAND, CA  94621-1104Census Tract:  4096.00",CILLES LIQUORS,109,Alameda
419628,ACTIVE,21,4/22/2005,3/31/2021,BEVERAGES & MORE INC,"5171 MOWRY AVE,FREMONT, CA  94538Census Tract:  4427.00",BEVMO,105,Alameda
419755,ACTIVE,21,3/16/2005,6/30/2021,COSTCO WHOLESALE CORPORATION,"43621 PACIFIC COMMONS BLVD,FREMONT, CA  94538Census Tract:  4415.03",COSTCO WHOLESALE 778,105,Alameda
419756,ACTIVE,21,12/7/2004,9/30/2021,TARGET CORPORATION,"4300 LAS POSITAS RD,LIVERMORE, CA  94551-9641Census Tract:  4514.01",TARGET 828,107,Alameda
420417,ACTIVE,21,1/28/2005,12/31/2021,SFC MARKETPLACE INC,"31840 ALVARADO BLVD,UNION CITY, CA  94587Census Tract:  4403.04",SEAFOOD CITY,113,Alameda
421394,ACTIVE,21,3/10/2005,2/28/2021,"SIDHU, KULDEEP KAUR","16211 E 14TH ST,SAN LEANDRO, CA  94578-3003Census Tract:  4340.00",TOWN & COUNTRY LIQUORS,100,Alameda
422134,ACTIVE,21,12/8/2005,6/30/2021,SAFEWAY INC,"2227 S SHORE CTR,ALAMEDA, CA  94501Census Tract:  4284.00",SAFEWAY INC #2708,101,Alameda
422261,ACTIVE,20,4/4/2005,3/31/2021,RTSF PETRO VENTURES INC,"43601 S GRIMMER BLVD,FREMONT, CA  94538Census Tract:  4415.03",SUPER STATION CAR WASH,105,Alameda
422327,ACTIVE,20,3/21/2005,2/28/2021,HUB VALERO INC,"4004 MOWRY AVE,FREMONT, CA  94538Census Tract:  4419.23",HUB VALERO INC,105,Alameda
423508,ACTIVE,21,6/19/2006,5/31/2021,FARMER JOES MARKETPLACE INC,"3426 FRUITVALE AVE,OAKLAND, CA  94602Census Tract:  4066.02",FARMER JOES MARKETPLACE,109,Alameda
423855,ACTIVE,20,4/14/2005,3/31/2021,SAVE MART SUPERMARKETS,"10950 INTERNATIONAL BLVD,OAKLAND, CA  94603-3865Census Tract:  4104.00",FOOD MAXX 417,109,Alameda
425099,ACTIVE,21,5/31/2005,6/30/2021,QUIK STOP MARKETS INC,"401 MERRITT AVE,OAKLAND, CA  94610Census Tract:  4052.00",QUIK STOP MARKET 52,109,Alameda
425407,ACTIVE,20,6/14/2005,6/30/2021,7 ELEVEN INC,"2601 TELEGRAPH AVE,BERKELEY, CA  94704Census Tract:  4236.02",7 ELEVEN 2232 17582C,103,Alameda
425881,ACTIVE,20,11/17/2005,10/31/2021,"OMAR, MUSAED AHMED","24495 MOHR DR,HAYWARD, CA  94545-1913Census Tract:  4372.00",LA RAZA DELI MARKET,100,Alameda
425910,ACTIVE,21,8/11/2005,6/30/2021,WALMART INC.,"44009 OSGOOD RD,FREMONT, CA  94539-6403Census Tract:  4415.03",WAL MART 2989,105,Alameda
426696,ACTIVE,21,10/17/2005,6/30/2021,"THRIFTY PAYLESS, INC.","1350 N VASCO RD,LIVERMORE, CA  94551Census Tract:  4512.02",RITE AID 6456,107,Alameda
426756,ACTIVE,20,6/30/2005,5/31/2021,"HWANG, OK HUI","39051 STATE ST,FREMONT, CA  94538Census Tract:  4419.23",MANNA ORIENTAL MARKET,105,Alameda
427031,ACTIVE,21,7/27/2005,6/30/2021,STOP N SAVE INC,"20570 STANTON AVE,CASTRO VALLEY, CA  94546Census Tract:  4309.00",STOP N SAVE 108,100,Alameda
427298,ACTIVE,21,7/29/2005,6/30/2021,PMSS INC,"2451 SAN PABLO AVE,BERKELEY, CA  94702-2010Census Tract:  4231.00",ANNAHER GROCERY & LIQUOR,103,Alameda
427396,ACTIVE,21,7/12/2005,6/30/2021,"CASTILLO, BLANCA F","2070 LINCOLN AVE,ALAMEDA, CA  94501Census Tract:  4280.00",LINCOLNS MARKET,101,Alameda
427408,ACTIVE,21,6/17/2005,7/31/2021,"SINGH, MANJIT","210 A ST,HAYWARD, CA  94541Census Tract:  4363.00",N & M LIQUOR,100,Alameda
427415,ACTIVE,21,7/12/2005,6/30/2021,"ARYAL, SAROJ","3217 GRAND AVE,OAKLAND, CA  94610Census Tract:  4039.00",NEW GRAND LAKE MARKET,109,Alameda
428188,ACTIVE,20,8/22/2005,6/30/2021,7 ELEVEN INC,"122 GABLE DR,FREMONT, CA  94539Census Tract:  4433.22",7 ELEVEN STORE 2231 14188C,105,Alameda
428218,ACTIVE,21,9/27/2005,8/31/2021,"GAZALI, ADEL HEZAM","1543-47 LINCOLN AVE,ALAMEDA, CA  94501Census Tract:  4272.00",NEW RICHS MARKET,101,Alameda
431351,ACTIVE,21,9/23/2005,11/30/2021,"FADHLE, GAWHAR","7629 MACARTHUR BLVD,OAKLAND, CA  94605Census Tract:  4084.00",,109,Alameda
431408,ACTIVE,21,9/26/2005,6/30/2021,QUIK STOP MARKETS INC,"38995 FARWELL DR,FREMONT, CA  94536Census Tract:  4427.00",QUIK STOP MARKET 20,105,Alameda
432456,ACTIVE,20,11/29/2005,10/31/2021,"GARCIA, GRICELDA","471 W A ST,HAYWARD, CA  94541Census Tract:  4362.00",MI PUEBLITO MARKET,106,Alameda
432623,ACTIVE,20,12/19/2005,11/30/2021,"SIKAND, JASMINDER SINGH","800 SAN PABLO AVE,ALBANY, CA  94706Census Tract:  4203.00",ALBANY HILL MINI MART,102,Alameda
433983,ACTIVE,20,1/25/2006,12/31/2021,FEALY ENTERPRISES LLC,"1244 SOLANO AVE,ALBANY, CA  94706Census Tract:  4205.00",ZARRIS,102,Alameda
434249,ACTIVE,21,1/11/2006,2/28/2021,SBC LIQUORS INC,"40645 FREMONT BLVD,FREMONT, CA  94538Census Tract:  4423.02",SBC LIQUORS,105,Alameda
435756,ACTIVE,20,1/11/2007,12/31/2021,"QUACH, LINH","311 OAK ST C3,OAKLAND, CA  94607Census Tract:  4033.00",SIERRA MARKET LLC,109,Alameda
436008,ACTIVE,20,12/10/2008,11/30/2021,C & J COX CORPORATION,"8999 SAN RAMON RD,DUBLIN, CA  94568-1061Census Tract:  4504.00",ALCOSTA SHELL,114,Alameda
436911,ACTIVE,20,5/2/2006,6/30/2021,7 ELEVEN INC,"1501 UNIVERSITY AVE,BERKELEY, CA  94703Census Tract:  4223.00",7 ELEVEN STORE 2232 18855D,103,Alameda
437045,ACTIVE,20,5/17/2006,6/30/2021,7 ELEVEN INC,"7288 THORNTON AVE,NEWARK, CA  94560Census Tract:  4445.00",7 ELEVEN STORE 2231 19673C,108,Alameda
437119,ACTIVE,21,6/26/2006,5/31/2021,"CHUNG, JONG SIK","1801 EUCLID AVE,BERKELEY, CA  94709Census Tract:  4225.00",SEVEN PALMS FOOD,103,Alameda
437406,ACTIVE,20,5/10/2006,4/30/2021,DBL WINE IMPORTS LLC,"7889 CHESTNUT WAY,PLEASANTON, CA  94588Census Tract:  4506.02",ENCORE WINE IMPORTS,111,Alameda
438546,ACTIVE,21,7/3/2006,6/30/2021,"AHMED, HAMDI TOM","3051 SCHOOL ST,OAKLAND, CA  94602Census Tract:  4066.01",SCHOOL MARKET,109,Alameda
438956,ACTIVE,21,5/2/2006,1/31/2021,"ALRAHIMI, SALEH MOHAMED","10459 EDES AVE,OAKLAND, CA  94603Census Tract:  4092.00",BAYVIEW MARKET & LIQUOR,109,Alameda
440526,ACTIVE,20,7/6/2006,6/30/2021,QUIK STOP MARKETS INC,"505 A ST,HAYWARD, CA  94541Census Tract:  4363.00",QUIK STOP MARKET 127,106,Alameda
440550,ACTIVE,20,7/25/2006,6/30/2021,"CHOI, SUSAN","2515 DURANT AVE,BERKELEY, CA  94704Census Tract:  4228.00",JOHNSTONS MARKET,103,Alameda
441828,ACTIVE,21,9/11/2006,8/31/2021,"ANAGAR, SHIHAB ALI","7101 INTERNATIONAL BLVD,OAKLAND, CA  94621Census Tract:  4088.00",TOLINS LIQUORS,109,Alameda
442523,ACTIVE,21,3/23/2007,6/30/2021,TRADER JOES COMPANY,"1122A E STANLEY BLVD,LIVERMORE, CA  94550Census Tract:  4516.02",TRADER JOES 208,107,Alameda
442922,ACTIVE,21,9/19/2006,6/30/2021,WALMART INC.,"40580 ALBRAE ST,FREMONT, CA  94538-2448Census Tract:  4415.03",WAL MART STORE 5426,105,Alameda
443710,ACTIVE,20,9/28/2006,8/31/2021,SEABREEZE MARKET & DELI INC,"598 UNIVERSITY AVE,BERKELEY, CA  94710-1625Census Tract:  4220.00",SEABREEZE MARKET & DELI,103,Alameda
443954,ACTIVE,21,5/16/2007,5/31/2021,"KAUR, JASVINDER","3896 WALNUT AVE,FREMONT, CA  94538-2263Census Tract:  4419.27",SIDHU LIQUOR & GROCERY,105,Alameda
